cellId*Ganzzahl	entrezId*Ganzzahl	expressionValue*Zahl
13	11642	8.0
13	11643	8.0
13	11647	8.0
13	11648	8.0
13	11650	8.0
13	11651	8.0
13	11652	8.0
13	11655	8.0
13	11656	8.0
13	11657	8.0
13	11658	8.0
13	11666	8.0
13	11668	8.0
13	11669	8.0
13	11670	8.0
13	11671	8.0
13	11674	8.0
13	11676	8.0
13	11677	8.0
13	11682	8.0
13	11684	8.0
13	11685	8.0
13	11686	8.0
13	11687	8.0
13	11688	8.0
13	11689	8.0
13	11690	8.0
13	11691	8.0
13	11692	8.0
13	11694	8.0
13	11695	8.0
13	11697	8.0
13	11698	8.0
13	11699	8.0
13	11700	8.0
13	11701	8.0
13	11702	8.0
13	11704	8.0
13	11705	8.0
13	11717	8.0
13	11720	8.0
13	11722	8.0
13	11727	8.0
13	11728	8.0
13	11730	8.0
13	11731	8.0
13	11732	8.0
13	11733	8.0
13	11735	8.0
13	11736	8.0
13	11737	8.0
13	11739	8.0
13	11852	5.0
13	11853	4.0
13	11854	3.0
13	11855	3.0
13	11856	3.0
13	11857	5.0
13	11858	3.0
13	11859	3.0
13	11861	5.0
13	11863	4.0
13	11933	5.0
14	11287	4.0
14	11298	5.0
14	11302	3.0
14	11303	3.0
14	11304	3.0
14	11305	5.0
14	11306	2.0
14	11307	5.0
14	11308	4.0
14	11350	5.0
14	11739	8.0
14	11740	8.0
14	11743	8.0
14	11744	8.0
14	11745	8.0
14	11746	8.0
14	11747	8.0
14	11749	8.0
14	11750	8.0
14	11752	8.0
14	11753	8.0
14	11754	8.0
14	11757	8.0
14	11758	8.0
14	11761	8.0
14	11763	8.0
14	11764	8.0
14	11765	8.0
14	11766	8.0
14	11767	8.0
14	11768	8.0
14	11769	8.0
14	11770	8.0
14	11771	8.0
14	11772	8.0
14	11773	8.0
14	11774	8.0
14	11775	8.0
14	11776	8.0
14	11777	8.0
14	11778	8.0
14	11781	8.0
14	11782	8.0
14	11783	8.0
14	11784	8.0
14	11785	8.0
14	11787	8.0
14	11789	8.0
14	11790	8.0
14	11792	8.0
14	11793	8.0
14	11796	8.0
14	11797	8.0
14	11798	8.0
14	11799	8.0
14	11800	8.0
14	11801	8.0
14	11803	8.0
14	11804	8.0
14	11806	8.0
14	11807	8.0
14	11808	8.0
14	11810	8.0
14	11811	8.0
14	11812	8.0
14	11813	8.0
14	11814	8.0
14	11815	8.0
14	11816	8.0
14	11818	8.0
14	11819	8.0
14	11820	8.0
14	11821	8.0
14	11826	8.0
14	11827	8.0
14	11828	8.0
14	11829	8.0
14	11830	8.0
14	11831	8.0
14	11832	8.0
14	11833	8.0
14	11834	8.0
14	11835	8.0
14	11836	8.0
14	11837	8.0
14	11838	8.0
14	11839	8.0
14	11840	8.0
14	11841	8.0
14	11842	8.0
14	11843	8.0
14	11844	8.0
14	11845	8.0
14	11846	8.0
14	11847	8.0
14	11848	8.0
14	11849	8.0
14	11850	8.0
14	11851	8.0
14	11852	4.0
14	11853	4.0
14	11854	3.0
14	11855	5.0
14	11856	4.0
14	11857	3.0
14	11858	3.0
14	11859	3.0
14	11861	5.0
14	11863	3.0
14	11933	5.0
15	11287	3.0
15	11298	2.0
15	11302	3.0
15	11303	4.0
15	11304	3.0
15	11305	3.0
15	11306	4.0
15	11307	4.0
15	11308	2.0
15	11350	2.0
15	11352	8.0
15	11354	8.0
15	11358	8.0
15	11363	8.0
15	11364	8.0
15	11370	8.0
15	11409	8.0
15	11416	8.0
15	11418	8.0
15	11419	8.0
15	11421	8.0
15	11423	8.0
15	11425	8.0
15	11426	8.0
15	11428	8.0
15	11429	8.0
15	11430	8.0
15	11431	8.0
15	11432	8.0
15	11433	8.0
15	11434	8.0
15	11435	8.0
15	11438	8.0
15	11440	8.0
15	11441	8.0
15	11443	8.0
15	11444	8.0
15	11447	8.0
15	11448	8.0
15	11449	8.0
15	11450	8.0
15	11451	8.0
15	11452	8.0
15	11459	8.0
15	11461	8.0
15	11464	8.0
15	11465	8.0
15	11468	8.0
15	11470	8.0
15	11471	8.0
15	11472	8.0
15	11474	8.0
15	11475	8.0
15	11477	8.0
15	11479	8.0
15	11480	8.0
15	11481	8.0
15	11482	8.0
15	11484	8.0
15	11486	8.0
15	11487	8.0
15	11488	8.0
15	11489	8.0
15	11490	8.0
15	11491	8.0
15	11492	8.0
15	11495	8.0
15	11496	8.0
15	11497	8.0
15	11498	8.0
15	11499	8.0
15	11500	8.0
15	11501	8.0
15	11502	8.0
15	11504	8.0
15	11512	8.0
15	11513	8.0
15	11514	8.0
15	11515	8.0
15	11516	8.0
15	11517	8.0
15	11518	8.0
15	11519	8.0
15	11520	8.0
15	11522	8.0
15	11529	8.0
15	11532	8.0
15	11533	8.0
15	11534	8.0
15	11535	8.0
15	11536	8.0
15	11537	8.0
15	11538	8.0
15	11539	8.0
15	11540	8.0
15	11541	8.0
15	11542	8.0
15	11544	8.0
15	11545	8.0
15	11546	8.0
15	11548	8.0
15	11852	3.0
15	11853	2.0
15	11854	3.0
15	11855	2.0
15	11856	2.0
15	11857	5.0
15	11858	3.0
15	11859	3.0
15	11861	4.0
15	11863	2.0
15	11933	3.0
16	11287	3.0
16	11298	3.0
16	11302	3.0
16	11303	5.0
16	11304	2.0
16	11305	4.0
16	11306	5.0
16	11307	3.0
16	11308	2.0
16	11350	5.0
16	11548	8.0
16	11549	8.0
16	11550	8.0
16	11551	8.0
16	11552	8.0
16	11553	8.0
16	11554	8.0
16	11555	8.0
16	11556	8.0
16	11564	8.0
16	11565	8.0
16	11566	8.0
16	11567	8.0
16	11568	8.0
16	11569	8.0
16	11571	8.0
16	11572	8.0
16	11576	8.0
16	11592	8.0
16	11593	8.0
16	11595	8.0
16	11596	8.0
16	11600	8.0
16	11601	8.0
16	11602	8.0
16	11603	8.0
16	11604	8.0
16	11605	8.0
16	11606	8.0
16	11607	8.0
16	11608	8.0
16	11609	8.0
16	11610	8.0
16	11611	8.0
16	11614	8.0
16	11615	8.0
16	11622	8.0
16	11624	8.0
16	11625	8.0
16	11628	8.0
16	11629	8.0
16	11630	8.0
16	11632	8.0
16	11634	8.0
16	11636	8.0
16	11637	8.0
16	11639	8.0
16	11640	8.0
16	11641	8.0
16	11642	8.0
16	11643	8.0
16	11647	8.0
16	11648	8.0
16	11650	8.0
16	11651	8.0
16	11652	8.0
16	11655	8.0
16	11656	8.0
16	11657	8.0
16	11658	8.0
16	11666	8.0
16	11668	8.0
16	11669	8.0
16	11670	8.0
16	11671	8.0
16	11674	8.0
16	11676	8.0
16	11677	8.0
16	11682	8.0
16	11684	8.0
16	11685	8.0
16	11686	8.0
16	11687	8.0
16	11688	8.0
16	11689	8.0
16	11690	8.0
16	11691	8.0
16	11692	8.0
16	11694	8.0
16	11695	8.0
16	11697	8.0
16	11698	8.0
16	11699	8.0
16	11700	8.0
16	11701	8.0
16	11702	8.0
16	11704	8.0
16	11705	8.0
16	11717	8.0
16	11720	8.0
16	11722	8.0
16	11727	8.0
16	11728	8.0
16	11730	8.0
16	11731	8.0
16	11732	8.0
16	11733	8.0
16	11735	8.0
16	11736	8.0
16	11737	8.0
16	11739	8.0
16	11852	2.0
16	11853	2.0
16	11854	5.0
16	11855	3.0
16	11856	4.0
16	11857	2.0
16	11858	4.0
16	11859	2.0
16	11861	3.0
16	11863	4.0
16	11933	3.0
17	11287	3.0
17	11298	5.0
17	11302	2.0
17	11303	4.0
17	11304	2.0
17	11305	4.0
17	11306	3.0
17	11307	3.0
17	11308	5.0
17	11350	2.0
17	11739	8.0
17	11740	8.0
17	11743	8.0
17	11744	8.0
17	11745	8.0
17	11746	8.0
17	11747	8.0
17	11749	8.0
17	11750	8.0
17	11752	8.0
17	11753	8.0
17	11754	8.0
17	11757	8.0
17	11758	8.0
17	11761	8.0
17	11763	8.0
17	11764	8.0
17	11765	8.0
17	11766	8.0
17	11767	8.0
17	11768	8.0
17	11769	8.0
17	11770	8.0
17	11771	8.0
17	11772	8.0
17	11773	8.0
17	11774	8.0
17	11775	8.0
17	11776	8.0
17	11777	8.0
17	11778	8.0
17	11781	8.0
17	11782	8.0
17	11783	8.0
17	11784	8.0
17	11785	8.0
17	11787	8.0
17	11789	8.0
17	11790	8.0
17	11792	8.0
17	11793	8.0
17	11796	8.0
17	11797	8.0
17	11798	8.0
17	11799	8.0
17	11800	8.0
17	11801	8.0
17	11803	8.0
17	11804	8.0
17	11806	8.0
17	11807	8.0
17	11808	8.0
17	11810	8.0
17	11811	8.0
17	11812	8.0
17	11813	8.0
17	11814	8.0
17	11815	8.0
17	11816	8.0
17	11818	8.0
17	11819	8.0
17	11820	8.0
17	11821	8.0
17	11826	8.0
17	11827	8.0
17	11828	8.0
17	11829	8.0
17	11830	8.0
17	11831	8.0
17	11832	8.0
17	11833	8.0
17	11834	8.0
17	11835	8.0
17	11836	8.0
17	11837	8.0
17	11838	8.0
17	11839	8.0
17	11840	8.0
17	11841	8.0
17	11842	8.0
17	11843	8.0
17	11844	8.0
17	11845	8.0
17	11846	8.0
17	11847	8.0
17	11848	8.0
17	11849	8.0
17	11850	8.0
17	11851	8.0
17	11852	3.0
17	11853	3.0
17	11854	3.0
17	11855	5.0
17	11856	5.0
17	11857	5.0
17	11858	4.0
17	11859	3.0
17	11861	4.0
17	11863	5.0
17	11933	3.0
18	11287	2.0
18	11298	2.0
18	11302	3.0
18	11303	5.0
18	11304	3.0
18	11305	5.0
18	11306	3.0
18	11307	5.0
18	11308	5.0
18	11350	2.0
18	11352	8.0
18	11354	8.0
18	11358	8.0
18	11363	8.0
18	11364	8.0
18	11370	8.0
18	11409	8.0
18	11416	8.0
18	11418	8.0
18	11419	8.0
18	11421	8.0
18	11423	8.0
18	11425	8.0
18	11426	8.0
18	11428	8.0
18	11429	8.0
18	11430	8.0
18	11431	8.0
18	11432	8.0
18	11433	8.0
18	11434	8.0
18	11435	8.0
18	11438	8.0
18	11440	8.0
18	11441	8.0
18	11443	8.0
18	11444	8.0
18	11447	8.0
18	11448	8.0
18	11449	8.0
18	11450	8.0
18	11451	8.0
18	11452	8.0
18	11459	8.0
18	11461	8.0
18	11464	8.0
18	11465	8.0
18	11468	8.0
18	11470	8.0
18	11471	8.0
18	11472	8.0
18	11474	8.0
18	11475	8.0
18	11477	8.0
18	11479	8.0
18	11480	8.0
18	11481	8.0
18	11482	8.0
18	11484	8.0
18	11486	8.0
18	11487	8.0
18	11488	8.0
18	11489	8.0
18	11490	8.0
18	11491	8.0
18	11492	8.0
18	11495	8.0
18	11496	8.0
18	11497	8.0
18	11498	8.0
18	11499	8.0
18	11500	8.0
18	11501	8.0
18	11502	8.0
18	11504	8.0
18	11512	8.0
18	11513	8.0
18	11514	8.0
18	11515	8.0
18	11516	8.0
18	11517	8.0
18	11518	8.0
18	11519	8.0
18	11520	8.0
18	11522	8.0
18	11529	8.0
18	11532	8.0
18	11533	8.0
18	11534	8.0
18	11535	8.0
18	11536	8.0
18	11537	8.0
18	11538	8.0
18	11539	8.0
18	11540	8.0
18	11541	8.0
18	11542	8.0
18	11544	8.0
18	11545	8.0
18	11546	8.0
18	11548	8.0
18	11852	2.0
18	11853	4.0
18	11854	2.0
18	11855	5.0
18	11856	4.0
18	11857	2.0
18	11858	3.0
18	11859	5.0
18	11861	2.0
18	11863	4.0
18	11933	5.0
19	11287	2.0
19	11298	5.0
19	11302	5.0
19	11303	5.0
19	11304	3.0
19	11305	3.0
19	11306	5.0
19	11307	2.0
19	11308	2.0
19	11350	5.0
19	11548	8.0
19	11549	8.0
19	11550	8.0
19	11551	8.0
19	11552	8.0
19	11553	8.0
19	11554	8.0
19	11555	8.0
19	11556	8.0
19	11564	8.0
19	11565	8.0
19	11566	8.0
19	11567	8.0
19	11568	8.0
19	11569	8.0
19	11571	8.0
19	11572	8.0
19	11576	8.0
19	11592	8.0
19	11593	8.0
19	11595	8.0
19	11596	8.0
19	11600	8.0
19	11601	8.0
19	11602	8.0
19	11603	8.0
19	11604	8.0
19	11605	8.0
19	11606	8.0
19	11607	8.0
19	11608	8.0
19	11609	8.0
19	11610	8.0
19	11611	8.0
19	11614	8.0
19	11615	8.0
19	11622	8.0
19	11624	8.0
19	11625	8.0
19	11628	8.0
19	11629	8.0
19	11630	8.0
19	11632	8.0
19	11634	8.0
19	11636	8.0
19	11637	8.0
19	11639	8.0
19	11640	8.0
19	11641	8.0
19	11642	8.0
19	11643	8.0
19	11647	8.0
19	11648	8.0
19	11650	8.0
19	11651	8.0
19	11652	8.0
19	11655	8.0
19	11656	8.0
19	11657	8.0
19	11658	8.0
19	11666	8.0
19	11668	8.0
19	11669	8.0
19	11670	8.0
19	11671	8.0
19	11674	8.0
19	11676	8.0
19	11677	8.0
19	11682	8.0
19	11684	8.0
19	11685	8.0
19	11686	8.0
19	11687	8.0
19	11688	8.0
19	11689	8.0
19	11690	8.0
19	11691	8.0
19	11692	8.0
19	11694	8.0
19	11695	8.0
19	11697	8.0
19	11698	8.0
19	11699	8.0
19	11700	8.0
19	11701	8.0
19	11702	8.0
19	11704	8.0
19	11705	8.0
19	11717	8.0
19	11720	8.0
19	11722	8.0
19	11727	8.0
19	11728	8.0
19	11730	8.0
19	11731	8.0
19	11732	8.0
19	11733	8.0
19	11735	8.0
19	11736	8.0
19	11737	8.0
19	11739	8.0
19	11852	5.0
19	11853	4.0
19	11854	5.0
19	11855	2.0
19	11856	4.0
19	11857	5.0
19	11858	4.0
19	11859	4.0
19	11861	4.0
19	11863	5.0
19	11933	4.0
20	11287	2.0
20	11298	5.0
20	11302	2.0
20	11303	4.0
20	11304	3.0
20	11305	5.0
20	11306	2.0
20	11307	5.0
20	11308	2.0
20	11350	3.0
20	11739	8.0
20	11740	8.0
20	11743	8.0
20	11744	8.0
20	11745	8.0
20	11746	8.0
20	11747	8.0
20	11749	8.0
20	11750	8.0
20	11752	8.0
20	11753	8.0
20	11754	8.0
20	11757	8.0
20	11758	8.0
20	11761	8.0
20	11763	8.0
20	11764	8.0
20	11765	8.0
20	11766	8.0
20	11767	8.0
20	11768	8.0
20	11769	8.0
20	11770	8.0
20	11771	8.0
20	11772	8.0
20	11773	8.0
20	11774	8.0
20	11775	8.0
20	11776	8.0
20	11777	8.0
20	11778	8.0
20	11781	8.0
20	11782	8.0
20	11783	8.0
20	11784	8.0
20	11785	8.0
20	11787	8.0
20	11789	8.0
20	11790	8.0
20	11792	8.0
20	11793	8.0
20	11796	8.0
20	11797	8.0
20	11798	8.0
20	11799	8.0
20	11800	8.0
20	11801	8.0
20	11803	8.0
20	11804	8.0
20	11806	8.0
20	11807	8.0
20	11808	8.0
20	11810	8.0
20	11811	8.0
20	11812	8.0
20	11813	8.0
20	11814	8.0
20	11815	8.0
20	11816	8.0
20	11818	8.0
20	11819	8.0
20	11820	8.0
20	11821	8.0
20	11826	8.0
20	11827	8.0
20	11828	8.0
20	11829	8.0
20	11830	8.0
20	11831	8.0
20	11832	8.0
20	11833	8.0
20	11834	8.0
20	11835	8.0
20	11836	8.0
20	11837	8.0
20	11838	8.0
20	11839	8.0
20	11840	8.0
20	11841	8.0
20	11842	8.0
20	11843	8.0
20	11844	8.0
20	11845	8.0
20	11846	8.0
20	11847	8.0
20	11848	8.0
20	11849	8.0
20	11850	8.0
20	11851	8.0
20	11852	4.0
20	11853	3.0
20	11854	3.0
20	11855	2.0
20	11856	3.0
20	11857	4.0
20	11858	2.0
20	11859	2.0
20	11861	4.0
20	11863	4.0
20	11933	5.0
21	11287	4.0
21	11298	3.0
21	11302	3.0
21	11303	5.0
21	11304	2.0
21	11305	5.0
21	11306	5.0
21	11307	2.0
21	11308	5.0
21	11350	3.0
21	11352	8.0
21	11354	8.0
21	11358	8.0
21	11363	8.0
21	11364	8.0
21	11370	8.0
21	11409	8.0
21	11416	8.0
21	11418	8.0
21	11419	8.0
21	11421	8.0
21	11423	8.0
21	11425	8.0
21	11426	8.0
21	11428	8.0
21	11429	8.0
21	11430	8.0
21	11431	8.0
21	11432	8.0
21	11433	8.0
21	11434	8.0
21	11435	8.0
21	11438	8.0
21	11440	8.0
21	11441	8.0
21	11443	8.0
21	11444	8.0
21	11447	8.0
21	11448	8.0
21	11449	8.0
21	11450	8.0
21	11451	8.0
21	11452	8.0
21	11459	8.0
21	11461	8.0
21	11464	8.0
21	11465	8.0
21	11468	8.0
21	11470	8.0
21	11471	8.0
21	11472	8.0
21	11474	8.0
21	11475	8.0
21	11477	8.0
21	11479	8.0
21	11480	8.0
21	11481	8.0
21	11482	8.0
21	11484	8.0
21	11486	8.0
21	11487	8.0
21	11488	8.0
21	11489	8.0
21	11490	8.0
21	11491	8.0
21	11492	8.0
21	11495	8.0
21	11496	8.0
21	11497	8.0
21	11498	8.0
21	11499	8.0
21	11500	8.0
21	11501	8.0
21	11502	8.0
21	11504	8.0
21	11512	8.0
21	11513	8.0
21	11514	8.0
21	11515	8.0
21	11516	8.0
21	11517	8.0
21	11518	8.0
21	11519	8.0
21	11520	8.0
21	11522	8.0
21	11529	8.0
21	11532	8.0
21	11533	8.0
21	11534	8.0
21	11535	8.0
21	11536	8.0
21	11537	8.0
21	11538	8.0
21	11539	8.0
21	11540	8.0
21	11541	8.0
21	11542	8.0
21	11544	8.0
21	11545	8.0
21	11546	8.0
21	11548	8.0
21	11852	3.0
21	11853	4.0
21	11854	2.0
21	11855	2.0
21	11856	2.0
21	11857	4.0
21	11858	2.0
21	11859	2.0
21	11861	3.0
21	11863	5.0
21	11933	2.0
22	11287	5.0
22	11298	4.0
22	11302	3.0
22	11303	3.0
22	11304	4.0
22	11305	2.0
22	11306	3.0
22	11307	3.0
22	11308	3.0
22	11350	4.0
22	11548	8.0
22	11549	8.0
22	11550	8.0
22	11551	8.0
22	11552	8.0
22	11553	8.0
22	11554	8.0
22	11555	8.0
22	11556	8.0
22	11564	8.0
22	11565	8.0
22	11566	8.0
22	11567	8.0
22	11568	8.0
22	11569	8.0
22	11571	8.0
22	11572	8.0
22	11576	8.0
22	11592	8.0
22	11593	8.0
22	11595	8.0
22	11596	8.0
22	11600	8.0
22	11601	8.0
22	11602	8.0
22	11603	8.0
22	11604	8.0
22	11605	8.0
22	11606	8.0
22	11607	8.0
22	11608	8.0
22	11609	8.0
22	11610	8.0
22	11611	8.0
22	11614	8.0
22	11615	8.0
22	11622	8.0
22	11624	8.0
22	11625	8.0
22	11628	8.0
22	11629	8.0
22	11630	8.0
22	11632	8.0
22	11634	8.0
22	11636	8.0
22	11637	8.0
22	11639	8.0
22	11640	8.0
22	11641	8.0
22	11642	8.0
22	11643	8.0
22	11647	8.0
22	11648	8.0
22	11650	8.0
22	11651	8.0
22	11652	8.0
22	11655	8.0
22	11656	8.0
22	11657	8.0
22	11658	8.0
22	11666	8.0
22	11668	8.0
22	11669	8.0
22	11670	8.0
22	11671	8.0
22	11674	8.0
22	11676	8.0
22	11677	8.0
22	11682	8.0
22	11684	8.0
22	11685	8.0
22	11686	8.0
22	11687	8.0
22	11688	8.0
22	11689	8.0
22	11690	8.0
22	11691	8.0
22	11692	8.0
22	11694	8.0
22	11695	8.0
22	11697	8.0
22	11698	8.0
22	11699	8.0
22	11700	8.0
22	11701	8.0
22	11702	8.0
22	11704	8.0
22	11705	8.0
22	11717	8.0
22	11720	8.0
22	11722	8.0
22	11727	8.0
22	11728	8.0
22	11730	8.0
22	11731	8.0
22	11732	8.0
22	11733	8.0
22	11735	8.0
22	11736	8.0
22	11737	8.0
22	11739	8.0
22	11852	2.0
22	11853	3.0
22	11854	5.0
22	11855	3.0
22	11856	3.0
22	11857	5.0
22	11858	4.0
22	11859	2.0
22	11861	2.0
22	11863	3.0
22	11933	5.0
23	11287	2.0
23	11298	5.0
23	11302	2.0
23	11303	4.0
23	11304	2.0
23	11305	2.0
23	11306	3.0
23	11307	5.0
23	11308	5.0
23	11350	2.0
23	11739	8.0
23	11740	8.0
23	11743	8.0
23	11744	8.0
23	11745	8.0
23	11746	8.0
23	11747	8.0
23	11749	8.0
23	11750	8.0
23	11752	8.0
23	11753	8.0
23	11754	8.0
23	11757	8.0
23	11758	8.0
23	11761	8.0
23	11763	8.0
23	11764	8.0
23	11765	8.0
23	11766	8.0
23	11767	8.0
23	11768	8.0
23	11769	8.0
23	11770	8.0
23	11771	8.0
23	11772	8.0
23	11773	8.0
23	11774	8.0
23	11775	8.0
23	11776	8.0
23	11777	8.0
23	11778	8.0
23	11781	8.0
23	11782	8.0
23	11783	8.0
23	11784	8.0
23	11785	8.0
23	11787	8.0
23	11789	8.0
23	11790	8.0
23	11792	8.0
23	11793	8.0
23	11796	8.0
23	11797	8.0
23	11798	8.0
23	11799	8.0
23	11800	8.0
23	11801	8.0
23	11803	8.0
23	11804	8.0
23	11806	8.0
23	11807	8.0
23	11808	8.0
23	11810	8.0
23	11811	8.0
23	11812	8.0
23	11813	8.0
23	11814	8.0
23	11815	8.0
23	11816	8.0
23	11818	8.0
23	11819	8.0
23	11820	8.0
23	11821	8.0
23	11826	8.0
23	11827	8.0
23	11828	8.0
23	11829	8.0
23	11830	8.0
23	11831	8.0
23	11832	8.0
23	11833	8.0
23	11834	8.0
23	11835	8.0
23	11836	8.0
23	11837	8.0
23	11838	8.0
23	11839	8.0
23	11840	8.0
23	11841	8.0
23	11842	8.0
23	11843	8.0
23	11844	8.0
23	11845	8.0
23	11846	8.0
23	11847	8.0
23	11848	8.0
23	11849	8.0
23	11850	8.0
23	11851	8.0
23	11852	2.0
23	11853	4.0
23	11854	4.0
23	11855	4.0
23	11856	5.0
23	11857	5.0
23	11858	3.0
23	11859	4.0
23	11861	4.0
23	11863	3.0
23	11933	4.0
24	11287	4.0
24	11298	4.0
24	11302	3.0
24	11303	2.0
24	11304	3.0
24	11305	4.0
24	11306	4.0
24	11307	5.0
24	11308	4.0
24	11350	5.0
24	11352	8.0
24	11354	8.0
24	11358	8.0
24	11363	8.0
24	11364	8.0
24	11370	8.0
24	11409	8.0
24	11416	8.0
24	11418	8.0
24	11419	8.0
24	11421	8.0
24	11423	8.0
24	11425	8.0
24	11426	8.0
24	11428	8.0
24	11429	8.0
24	11430	8.0
24	11431	8.0
24	11432	8.0
24	11433	8.0
24	11434	8.0
24	11435	8.0
24	11438	8.0
24	11440	8.0
24	11441	8.0
24	11443	8.0
24	11444	8.0
24	11447	8.0
24	11448	8.0
24	11449	8.0
24	11450	8.0
24	11451	8.0
24	11452	8.0
24	11459	8.0
24	11461	8.0
24	11464	8.0
24	11465	8.0
24	11468	8.0
24	11470	8.0
24	11471	8.0
24	11472	8.0
24	11474	8.0
24	11475	8.0
24	11477	8.0
24	11479	8.0
24	11480	8.0
24	11481	8.0
24	11482	8.0
24	11484	8.0
24	11486	8.0
24	11487	8.0
24	11488	8.0
24	11489	8.0
24	11490	8.0
24	11491	8.0
24	11492	8.0
24	11495	8.0
24	11496	8.0
24	11497	8.0
24	11498	8.0
24	11499	8.0
24	11500	8.0
24	11501	8.0
24	11502	8.0
24	11504	8.0
24	11512	8.0
24	11513	8.0
24	11514	8.0
24	11515	8.0
24	11516	8.0
24	11517	8.0
24	11518	8.0
24	11519	8.0
24	11520	8.0
24	11522	8.0
24	11529	8.0
24	11532	8.0
24	11533	8.0
24	11534	8.0
24	11535	8.0
24	11536	8.0
24	11537	8.0
24	11538	8.0
24	11539	8.0
24	11540	8.0
24	11541	8.0
24	11542	8.0
24	11544	8.0
24	11545	8.0
24	11546	8.0
24	11548	8.0
24	11852	2.0
24	11853	3.0
24	11854	3.0
24	11855	4.0
24	11856	4.0
24	11857	2.0
24	11858	4.0
24	11859	3.0
24	11861	2.0
24	11863	2.0
24	11933	4.0
25	11287	4.0
25	11298	4.0
25	11302	5.0
25	11303	4.0
25	11304	2.0
25	11305	4.0
25	11306	4.0
25	11307	5.0
25	11308	2.0
25	11350	3.0
25	11548	8.0
25	11549	8.0
25	11550	8.0
25	11551	8.0
25	11552	8.0
25	11553	8.0
25	11554	8.0
25	11555	8.0
25	11556	8.0
25	11564	8.0
25	11565	8.0
25	11566	8.0
25	11567	8.0
25	11568	8.0
25	11569	8.0
25	11571	8.0
25	11572	8.0
25	11576	8.0
25	11592	8.0
25	11593	8.0
25	11595	8.0
25	11596	8.0
25	11600	8.0
25	11601	8.0
25	11602	8.0
25	11603	8.0
25	11604	8.0
25	11605	8.0
25	11606	8.0
25	11607	8.0
25	11608	8.0
25	11609	8.0
25	11610	8.0
25	11611	8.0
25	11614	8.0
25	11615	8.0
25	11622	8.0
25	11624	8.0
25	11625	8.0
25	11628	8.0
25	11629	8.0
25	11630	8.0
25	11632	8.0
25	11634	8.0
25	11636	8.0
25	11637	8.0
25	11639	8.0
25	11640	8.0
25	11641	8.0
25	11642	8.0
25	11643	8.0
25	11647	8.0
25	11648	8.0
25	11650	8.0
25	11651	8.0
25	11652	8.0
25	11655	8.0
25	11656	8.0
25	11657	8.0
25	11658	8.0
25	11666	8.0
25	11668	8.0
25	11669	8.0
25	11670	8.0
25	11671	8.0
25	11674	8.0
25	11676	8.0
25	11677	8.0
25	11682	8.0
25	11684	8.0
25	11685	8.0
25	11686	8.0
25	11687	8.0
25	11688	8.0
25	11689	8.0
25	11690	8.0
25	11691	8.0
25	11692	8.0
25	11694	8.0
25	11695	8.0
25	11697	8.0
25	11698	8.0
25	11699	8.0
25	11700	8.0
25	11701	8.0
25	11702	8.0
25	11704	8.0
25	11705	8.0
25	11717	8.0
25	11720	8.0
25	11722	8.0
25	11727	8.0
25	11728	8.0
25	11730	8.0
25	11731	8.0
25	11732	8.0
25	11733	8.0
25	11735	8.0
25	11736	8.0
25	11737	8.0
25	11739	8.0
25	11852	3.0
25	11853	5.0
25	11854	2.0
25	11855	4.0
25	11856	3.0
25	11857	4.0
25	11858	4.0
25	11859	5.0
25	11861	3.0
25	11863	4.0
25	11933	2.0
26	11287	3.0
26	11298	2.0
26	11302	5.0
26	11303	3.0
26	11304	3.0
26	11305	2.0
26	11306	3.0
26	11307	4.0
26	11308	5.0
26	11350	3.0
26	11739	8.0
26	11740	8.0
26	11743	8.0
26	11744	8.0
26	11745	8.0
26	11746	8.0
26	11747	8.0
26	11749	8.0
26	11750	8.0
26	11752	8.0
26	11753	8.0
26	11754	8.0
26	11757	8.0
26	11758	8.0
26	11761	8.0
26	11763	8.0
26	11764	8.0
26	11765	8.0
26	11766	8.0
26	11767	8.0
26	11768	8.0
26	11769	8.0
26	11770	8.0
26	11771	8.0
26	11772	8.0
26	11773	8.0
26	11774	8.0
26	11775	8.0
26	11776	8.0
26	11777	8.0
26	11778	8.0
26	11781	8.0
26	11782	8.0
26	11783	8.0
26	11784	8.0
26	11785	8.0
26	11787	8.0
26	11789	8.0
26	11790	8.0
26	11792	8.0
26	11793	8.0
26	11796	8.0
26	11797	8.0
26	11798	8.0
26	11799	8.0
26	11800	8.0
26	11801	8.0
26	11803	8.0
26	11804	8.0
26	11806	8.0
26	11807	8.0
26	11808	8.0
26	11810	8.0
26	11811	8.0
26	11812	8.0
26	11813	8.0
26	11814	8.0
26	11815	8.0
26	11816	8.0
26	11818	8.0
26	11819	8.0
26	11820	8.0
26	11821	8.0
26	11826	8.0
26	11827	8.0
26	11828	8.0
26	11829	8.0
26	11830	8.0
26	11831	8.0
26	11832	8.0
26	11833	8.0
26	11834	8.0
26	11835	8.0
26	11836	8.0
26	11837	8.0
26	11838	8.0
26	11839	8.0
26	11840	8.0
26	11841	8.0
26	11842	8.0
26	11843	8.0
26	11844	8.0
26	11845	8.0
26	11846	8.0
26	11847	8.0
26	11848	8.0
26	11849	8.0
26	11850	8.0
26	11851	8.0
26	11852	4.0
26	11853	3.0
26	11854	2.0
26	11855	2.0
26	11856	2.0
26	11857	3.0
26	11858	3.0
26	11859	3.0
26	11861	5.0
26	11863	5.0
26	11933	5.0
27	11287	3.0
27	11298	3.0
